id,parsed_text,propaganda,language_code
369,"В Гомеле (Беларусь), тот что приграничный с Украиной город (рядом с Черниговом) сегодня тестируют сирену воздушной тревоги.

Скринька Пандори",f,rus
383,"Оккупанты перенесли назначенную ими ""администрацию"" Херсона в Скадовск, сообщил Генштаб ВСУ.

Что-то всё дальше и дальше они свою ""администрацию"" от Херсона переносят.

Скринька Пандори",f,rus
384,"Часть ракет С-300, запущенных по Харьковской области, самоликвидировались в Белгородской области. 

Скринька Пандори",f,rus
556,"Около 8 групп Шахидов летит с Крыма.
1 группа — это 3-5шт.",f,rus
1463,"Кстати, по голосованию:

2900 за полный демонтаж
3033 за то чтобы оставить и/либо перенести памятник куда-то в музей. 
Т.е. большинство всё таки проголосовало за то, чтобы памятник не уничтожали. 

С другой стороны, эти менее чем 10 тысяч человек в справедливом и демократичном государстве не должны решать такие вопросы. 

Но мы же привыкли с 2004 года, что именно меньшинство решает за большинство: язык, герои, памятники, праздники..",t,rus
371,"❗️Мы в эфире.

Просьба к тем, кто будет смотреть в записи - зайти и поставить лайк прямо сейчас, чтобы трансляция попадала людям в рекомендации.

https://youtu.be/ftfH_cAgKGw",f,rus
375,"В ближайшее время Украина получит 4 установки ПВО HAWK от Испании.

Очень хорошее и очень популярное ПВО, к которому есть море боекомплекта.

UPD. Кроме HAWK ещё получим ЗРК Aspide и ракеты к ней, дополнительные противотанковые ракетные комплексы, артиллерию и снаряды к ней.

Скринька Пандори",f,rus
376,"Кремль ""вернулся"" к зерновой сделке, это было вполне ожидаемо, ибо никаких рычагов к давлению у них не осталось, а в шантаж уже никто не верит. 

В очередной раз Геопоц сам себя переиграл и уничтожил. 

Скринька Пандори",f,rus
377,"Триває примусова так звана “евакуація” цивільних жителів з населених пунктів на тимчасово захоплених територіях Херсонської області. Зокрема, з населеного пункту Велика Лепетиха окупанти вивозять людей автобусами. Виїзд приватним транспортом заборонений. 

Незважаючи на офіційне завершення мобілізації на території російської федерації, повістки продовжують надходити чоловікам призовного віку. 

Авіація Сил оборони України минулої доби завдала по ворогу 33 удари. Під ураження потрапили 26 районів зосередження озброєння та військової техніки, а також 7 позицій зенітних ракетних комплексів противника.

Протягом минулої доби українські воїни  збили гелікоптер, 2 БпЛА типу “Орлан -10”, 6 ударних БпЛА “Шахед-136” та 2 - типу “Куб”, — Генштаб

Скринька Пандори",f,rus
378,"Поставки систем ППО в Україну є пріоритетом для США, — заява Пентагону.

Скринька Пандори",f,rus
379,"Одесситы, если слышите жужжание над городом или областью — не паникуйте. Работают наши, тестируют кое-что. Скоро узнаете что.

Тревоги нет, значит всё хорошо.

Скринька Пандори",f,rus
380,"❗️Силы ПВО Саудовской Аравии на Ближнем Востоке приведены в состояние повышенной боевой готовности в ожидании ударов иранских беспилотников.

Скринька Пандори",f,rus
381,"Сухогрузы под флагом Турции продолжат экспорт продовольствия из Украины, несмотря на «приостановку» участия РФ в зерновой сделке, — Минобороны Турции

Я хочу посмотреть на рыло путина в этот момент. 😂

Скринька Пандори",f,rus
382,"SpaceX запустил самую мощную ракету в мире Falcon Heavy.

Данная ракета запускается с секретной миссией для Космических сил США, значит сотрудничество Маска и Пентагона продолжаются успешно. 

Скринька Пандори",f,rus
1465,"После временной активизации боевых действий на Угледарском направлении, где снова образовалась патовая ситуация в силу объективных причин, фокус внимания снова сосредоточен на Херсонском направлении. 
Немаловажным в этой связи представляется необъявленный визит на Украину советника президента США по нацбезопасности Джейка Салливана. Особенно на фоне различных сигналов о возможном отходе российских войск из Херсона.
Анализ особенностей поставок из нового пакета военной помощи Украине показывает, что техника будет передана ВСУ не сиюминутно из запасов ВС США и их союзников, а потребует довольно  значительного времени, так как снаряжение сначала должно быть произведено или куплено где-то еще.
Это означает, что доукомплектовать боевые подразделения и новые формируемые части для проведения зимней кампании в наступательном ключе ВСУ, по всей видимости, не смогут. 
В связи с чем весьма вероятно, что господин Салливан приезжал с пакетом договорённостей о временном перемирии, которое можно было бы в соответствующем ключе преподнести в Конгрессе накануне выборов. 
Данный расклад, с одной стороны, позволит несколько поумерить пыл той части американского истеблишмента, которая выступает радикально против дальнейшего сливания бюджета США в украинскую ""черную дыру"", с другой стороны - заложет базу для возобновления активных боевых действий весной-летом 2023 года.

Южный Ветер",f,rus
386,"Иранское красное знамя возмездия было поднято над куполом мечети Джамкаран в городе Кум и куполом мечети в Ширазе, Иран.

Последний раз красный флаг был поднят когда был убит Касем Сулеймани в 2020 году.

Скринька Пандори",f,rus
388,"Сьогодні вдень на чергуванні у Чорному морі не зафіксували жодного корабля рф, оснащеного ракетами «Калібр», — ОК «Південь»

А что случилось, утонуть боятся? 

Скринька Пандори",f,rus
389,"Бункерный дед готов возобновить участие рф в зерновой сделки, если Украина гарантирует безопасность Черноморского флота. 😂

Большую часть времени армия рф жила по принципу ""У россии есть только два союзника — её армия и флот"". Но одно дело рассказывать про мощь флота, а другое дело разворовывать деньги на кораблях, все мы помним историю про ""родовые"" проблемы Крейсера ""Москва"", а теперь второй и основной флагман ЧФ Адмирал ""Макаров"" выведен из строя на неопределенный период времени. 

За 8 месяцев полномасштабной войны, мы вывели из строя 16 кораблей\катеров рф, а это у нас даже полноценного флота нет.

Черноморский флот это любовь бункерного и ради безопасности кораблей он готов пойти на многое, тем более что его заявления о выходе не вызвали ажиотажа в Европе и никто всерьез не воспринял его слова, два дня подряд корабли спокойного выходили из наших портов. 

Зерновой договор находится под личной протекцией Эрдогана (так как он является гарантом безопасности по условиям договорённостей), любой уничтоженный корабль будет ударом лично по Эрдогану и его репутации, в особенности если он никак не ответит.

Скринька Пандори",f,rus
391,"Главным приоритетом бюджета станет оборона и безопасность — на нее планируется потратить 50% всего бюджета или 1 трлн 136 млрд грн. В эти расходы, в частности, включены зарплаты, материальное обеспечение, закупка и ремонт техники. По сравнению с 2022 годом, расходы на оборону должны увеличиться более чем в 4 раза, указал Шмыгаль.

""С каждой бюджетной гривны — 50 копеек пойдут на армию, 35 копеек на соцвыплаты, медицину, образование"", — сказал Шмыгаль в ходе заседания, добавив, что остальные расходы государства будут сокращаться.

Я считаю, что абсолютно здравое и правильное решение. На данный момент нет ничего важнее обороноспособности страны.

Если вам покажется, что это слишком много, то вспомните о том, сколько денег на различные социальные и гуманитарные нужды нам выделяют наши друзья и партнёры.

Скринька Пандори",f,rus
392,"На початок листопада планується відправка з Ірану до рф партії у понад 200 бойових дронів Shahed-136, Mohajer-6 та Arash-2, — ГУР.

Скринька Пандори",f,rus
1492,"⚡️Больше половины доходов бюджета Украины в октябре составили кредиты и гранты.
Как сообщил нардеп Ярослав Железняк, из общей суммы в 245 млрд гривен заимствования и помощь составили 134 млрд гривен.
Для сравнения: 25 млрд — ""заработок"" Нацбанка, а чистый доход госбюджета от таможни и налоговой составил 87,7 млрд гривен.
А вообще кто-то задумывается о том, когда и кто это всё будет отдавать? Кто тут будет жить, где и на что? Ладно власти, народ простой думает. Поспрашивайте ради интереса своих родных патриотов, они вообще, как видят ситуацию через полгода, год?",f,rus
400,"Чорноморський флот РФ на 70% не боєздатний, — керівник Центру військово-правових досліджень Олександр Мусієнко.",f,rus
404,"Из портов «Одесса», «Черноморск» и «Южный» вышли 12 судов с продовольствием в страны Африки, Азии и Европы, несмотря на уход россии от «зернового соглашения».",f,rus
405,"Я в шоке. Ребята из ПВО, вы просто лучшие.

Спасибо вам и нашим партнерам. Помощь очень чувствуется.",f,rus
406,Запорожье под обстрелом С-300 с оккупированной территории области.,f,rus
407,Еще серия взрывов.,f,rus
413,"В Чернівецькій області є пошкодження критичної інфраструктури внаслідок ракетного обстрілу рашистів, —  голова Чернівецької ОВА",f,rus
414,"Інформація про збиття ракет на Волині - неправдива.  В області все спокійно, — Волинська ОВА",f,rus
415,"Из-за массированных обстрелов критической инфраструктуры вводятся экстренные отключения электроэнергии, — Заместитель руководителя Офиса Президента",f,rus
416,"Житомирская область, взрывы.",f,rus
417,"Ворожі ракети поцілили в один із енергетичних об’єктів в районі Світловодська.
Попередньо – без жертв.
Триває ліквідація наслідків пожежі.
Будьте пильними! Не залишайте укриттів, — Голова Кіровоградської ОВА",f,rus
418,"ДСНС, вы конечно хорошо постарались 

Звуки ваших уведомлений страшнее чем сами звуки взрывов",f,rus
419,"Николаевская область, работает ПВО. 
Предварительно сбито 2 ракеты.",f,rus
421,"На Вінниччині збита російська ракета впала у цивільні об’єкти. 
Є руйнування. 
Загиблих і поранених немає, — Вінницька ОВА",f,rus
422,"У результаті ударів по об’єктах критичної інфраструктури, частина столиці знеструмлена. В деяких районах немає водопостачання. Всі служби працюють. Детальніше- згодом, — Кличко",f,rus
423,"Ровенская область, работает ПВО.",f,rus
424,"Через атаку у місті виникли відключення енергопостачання.

Інформація щодо постраждалих та щодо масштабів ушкоджень уточнюється, — Запорізька ОВА",f,rus
1614,"Сергей Кужугетович!
Вчера Ваш подчиненный - начальник Главного военно-политического управления ВС РФ генерал-полковник Виктор Горемыкин заявил, что Вооруженные Силы России не нуждаются в помощи, а военнослужащие обеспечены всем необходимым для решения боевых задач.

Проблема даже не в том, что он лжет (хотя и это не делает чести человеку в погонах). Проблема в том, что этим Ваш подчиненный плюнул в лицо всем, кто по велению сердца оказывает помощь армии. И более всего тем малообеспеченным гражданам, кто переводил на помощь армии по 50-100 рублей из своего более чем скромного дохода. 

Хотелось бы знать, является ли эта ложь официальной позицией Министерства Обороны РФ и лично Вашей? Не могли бы Вы лично озвучить, нужна ли армии помощь от граждан. Если действительно не нужна, то мы будем собирать средства для подразделений других силовых ведомств, принимающих участие в спецоперации. А если нужна - то какие меры дисциплинарного воздействия будут применены в отношении генерал-полковника Виктора Горемыкина, действия которого в данном случае являются ничем иным, как саботажем?",t,rus
436,Запуск ракет в сторону Одессы.,f,rus
437,"❗️Генштаб сообщает, что оккупанты готовят отвод артиллерийских подразделений из правобережной части Херсонской области. Скорее всего их перебросят на другие направления.",f,rus
438,"Беспилотники Bayraktar TB2 и Akıncı оборудуют ракетами класса ""воздух – воздух"" для борьбы с вертолётами и иранскими дронами в Украине, — Daily Sabah",f,rus
439,"Італія та Франція домовилися поставити Україні європейські зенітні ракетні комплекси SAMP-T. Система SAMP-T здатна збивати антирадарні, протиповітряні, крилаті та балістичні ракети малої та середньої дальності, а також дрони навіть за поганих погодних умов.",f,rus
440,"Украина может получить от Италии современные установки ПВО в рамках шестого пакета военной помощи, который планируют утвердить в середине ноября, пишет La Repubblica.",f,rus
441,"Коротко о том, что такое биполярное расстройство:

Песков: невозможно о чём-то говорить с Киевом, достигать с Зеленским каких-то договоренностей, март показал, что по указке извне их могут отменить.",f,rus
443,"Італія передала Україні від 20 до 30 самохідних артилерійських установок M109L, — La Repubblica.",f,rus
452,"Александр Лапин, командовавший группировкой российских войск «Центр» в войне с Украиной, снят со своей должности.

ООО, а вот это была очень важная и влиятельная шишка. К слову, правды ради, один из немногих генералов, который был хоть на что-то способен.

рос армия продолжает деградировать с каждым днём 😂

День прекрасных новостей.",f,rus
453,28 словенських модифікованих танків М-55S були передані Україні.,f,rus
454,В Бердянске ничего не произошло.,f,rus
1626,"""Знаешь, я однажды под присягой клятву давал - мочить таких, как ты. По мере сил. А сил у меня немерено"". (с)",t,rus
456,"Буданов заявил, что операция по освобождению Херсона, вероятнее всего, будет длится до конца ноября.",f,rus
457,"Зеленський доручив СБУ і МВС України перевірити відомості про мера Одеси Труханова, зазначені в петиції про ""недовіру до мера"".

Нарешті.",f,rus
458,"Траса Сватово — Кремінна, що на Луганщині, під вогневим контролем українських військових, —  речник Східного угруповання військ ЗСУ Сергій Череватий",f,rus
463,"россияне, у меня к вам вопрос

НАХУЯ ВАМ СТЕКЛОПАКЕТЫ С СОБОЙ? 

Вот вы уезжаете из условного Херсона или любого другого н/п

ЗАЧЕМ, СУКА, ВАМ С СОБОЙ ОКНА?",f,rus
464,"Постройку завода по производству Bayraktar компании Baykar в Украине планируют завершить в течение двух лет, — заявление главы компании.",f,rus
466,"За уточненою інформацією, підтверджено ураження живої сили та техніки противника за попередні дні. Так, в Запорізькій області знищено 8 одиниць озброєння та військової техніки різного типу та поранено до 120 військовослужбовців. 

 На тимчасово зайнятій території Херсонської області відзначено доставку до лікувальних закладів близько 100 поранених окупантів.

Командування російських окупаційних військ, з метою уникнення панічних настроїв серед особового складу, всіма шляхами намагається приховати реальні втрати військовослужбовців.

Триває так звана “евакуація” з тимчасово зайнятої території Херсонської області. Значна увага приділяється вивезенню медобладнання та майна, як кажуть окупанти, “націоналізованих” підприємств. Так, з населеного пункту Білозерка, обладнання місцевої лікарні вивозиться до міст Скадовськ та Генічеськ.

 В той же час, відзначається посилення угруповання ворога на правобережній частині тимчасово зайнятої території Херсонської області мобілізованими військовослужбовцями чисельністю до 1000 осіб.  Їх розселяють у помешканнях місцевих жителів, які покинули ці території, — Генштаб",f,rus
467,Пентагон отправляет новый пакет оружия и другой помощи на сумму 275 миллионов долларов. Детали опубликуют в пятницу.,f,rus
468,"Испания предоставит Украине новый пакет военной помощи, — министр обороны Украины Алексей Резников",f,rus
469,"Борис Джонсон збирається просувати ""план Маршалла"" (відновлення) для України на міжнародній арені.",f,rus
471,"Наразі Білорусь не має ударного угруповання, яке було б оснащене належним чином для наступу, — ГУР.",f,rus
472,"Владимир Зеленский одобрил увеличение военного бюджета на 386,9 миллиардов гривен.",f,rus
1627,"Очень вдохновляет поведение народа и очень разочаровывает дуболомство Минобороны. Уже все знают, что есть проблемы со снабжением. Минобороны упорно делает вид, что ничего особенного не происходит. Ни один либерал так не дискредитирует ход СВО, как наши генералы, которые считают, что они находятся в какой-то военной секте, в которой проблемы озвучивать - это зашквар и предательство.

""У тебя ширинка расстегнута, застегни"".
""Во-первых не расстегнута, а во-вторых не застегну"".

Да скажите вы, что в ходе СВО выявлены недостатки и упущения в тыловом обеспечении войск. Проводятся разбирательства, недостатки устраняются, а пока, дорогие граждане - продайте, сдайте в аренду, подарите нам коптеры, тепляки, ночники. Помогите спальниками, пенополиуретановыми ковриками и тактическим рюкзаками. Тащите жгуты и бинты. Пожертвуйте раскладушки. Будем признательны и после СВО не забудем отметить каждого хотя бы грамотой"".

Вас завалят всем этим. Но нет, они будут с невозмутимым лицом делать вид, что все нормально. А в итоге складывается впечатление, что все знают, что у вас проблемы, кроме вас самих. Может перестанете выставлять себя идиотами? Короче, Минобороны, застегни ширинку, сука, и будь уже гибче. Вспомни, что армия и народ - едины. А то мобилизацию проводить - так без народа не обойтись, а спальник попросить у народа - не, не, а то ж начнут задавать вопросы, куда деньги девались. Хватить трястись за свои шкуры, тряситесь уже за солдат.",t,rus
478,"Там хуйло в 16:00 готовит готовит новое ""обращение"". 

Снова будет ныть, получается.",f,rus
479,Взрывы в Киевской области скорее всего связаны с разминированием.,f,rus
481,"При подготовке в Москве бомбоубежищ столкнулись с неожиданной проблемой, значительная часть бомбоубежищ банально сдана в аренду под стоянки, автосервисы, развлекательные клубы, тренажерные залы.",f,rus
482,"Гауляйтер Севастополя сообщает, что сегодня ночью на Балаклавской ТЭС загорелся один из трансформаторов.",f,rus
484,"Директор ЦРУ Билл Бернс в этом месяце посещал Украину, там он усилил обязательства США оказывать поддержку Украине в ее борьбе против российской агрессии, в том числе продолжать делиться разведывательными данными, — CNN",f,rus
485,"На тимчасово захоплену територію Запорізької області продовжують прибувати російські військовослужбовці, мобілізовані тиждень тому. У зазначеного особового складу відсутня мотивація та бажання брати участь у бойових діях на території України, фіксуються непоодинокі випадки дезертирства.

Ворог продовжує роботу щодо поповнення втрат. За наявною інформацією, представники приватних військових кампаній здійснюють вербування увʼязнених у виправних закладах міста Ульяновська. Більшість осіб зазначеної категорії, які погоджуються воювати на території Україні, є засудженими за вбивства, зґвалтування та збут наркотичних засобів.

Противник продовжує зазнавати втрат. Підтверджено вогневе ураження району зосередження озброєння та військової техніки, складів боєприпасів ворога 25 жовтня поточного року в районі населеного пункту Берислав Херсонської області.  Втрати особового складу уточнюються.

До міської лікарні населеного пункту Голубівка Луганської області, протягом 24-25 жовтня, було доставлено близько 100 поранених військовослужбовців противника. Для надання допомоги, з Луганська та Кадіївки, прибуло декілька хірургічних бригад, — Генштаб",f,rus
486,"Ворог наніс удар по одній із громад області. Усі служби на місці. Йде ліквідація пожежі. Попередньо жертв та постраждалих немає, — Київська ОВА",f,rus
489,"Одесса, угроза Шахидов.",f,rus
490,"Единственный путь к миру – помочь Украине бороться, — премьер-министр Италии",f,rus
491,путин через президента Гвинеи-Бисау передал Зеленскому предложение о переговорах.,f,rus
492,"Мы в начале сотрудничества с Израилем. И это положительный трек со стороны Израиля. Благодарен за это, — Зеленский",f,rus
494,В 17:00 в Бериславском районе Херсонской области сбили ещё один ударный вертолёт Ка-52.,f,rus
495,"Австралія направить Україні ще 30 бронетранспортерів Bushmaster, а також розмістить до 70 інструкторів у Великій Британії для навчання українських військових.",f,rus
496,Сенат Польши принял резолюцию о признании режима в РФ террористическим.,f,rus
497,"⚠️ Экипаж большого американского авианосца USS George H. W. Bush (CVN-77), который находится в европейских водах, заявил о готовности вступить в бой с россией, в случае необходимости.",f,rus
498,Активность МиГ-31 (носитель ракеты «Кинжал») над территорией Беларуси.,f,rus
499,"В освобожденном Купянске открылось отделение ""Укрпочты"" и начали выплачиваться пенсии, сообщили в Харьковской областной администрации.",f,rus
1651,"Сейчас началось: ""Во всем генерал-полковник Александр Лапин виноват"". ""Нет, он не виноват. Он бывает на передовой"". И все это обсуждается в телеграме. Знаете почему? Потому что Минобороны не говорит, кто виноват. Может, Лапин и не виноват. Тогда кто виноват? А никто. У Минобороны все хорошо. Укронацисты уничтожаются, противник несет потери в технике, наносятся ракетные удары по складам. Там все хорошо. Как можно искать виновных в том, что все идет просто замечательно.

- А что у нас с потерями? Почему мы оставили город?
- Ой, товарищ генерал, стоит ли вообще говорить о таких пустяках. Вы вот лучше послушайте: уничтожили 15 единиц техники, до 200 человек личного состава...
- Хорошо!
-Еще бы! Продолжаем наносить удары по военным объектам противника. С с воздуха и ракетами. Вот видео - БТР подбили.
- Прекрасно!
- Ну, раз так... можно мне орден?
- Валяй. Готовь представление. И продолжайте в том же духе громить врага.
- Рады стараться. Завтра нарисуем еще более впечатляющую картину побед!
- А что там, кстати, о наших достижениях пишут в этих, как их... телеграмах?
- Стоит ли их вообще читать? Что они там понимают в военной стратегии. Но в целом, все очень рады. Хвалят ваш военный гений.
- Ну вот и ладненько. Молодцы. Работайте дальше в таком же темпе.",f,rus
501,русня спиздила из Херсона памятник Потёмкину.,f,rus
502,"Две установки ПВО NASAMS от США уже в Украине, — гендиректор компании-производителя Raytheon Technologies Грег Хайес.",f,rus
504,"россия совершит «невероятно серьезную ошибку», если применит тактическое ядерное оружие в Украине, — Президент США Джо Байден",f,rus
505,Среди погибших в Днепре была беременная женщина.,f,rus
507,"Херсонская область, точечный удар по складу БК оккупантов.",f,rus
508,"Германия предоставит Украине 2 установки MARS и 4 гаубицы и поставки систем ПВО, — Штайнмайер после встречи с Зеленским.

Передаем привет всем кремлевским подстилкам, которые орали, что Штайнмайер приезжал для лоббирования мирных переговоров.",f,rus
511,РФ запросила заседание СБ ООН по биолабораториям на территории Украины.,t,rus
512,"Италия продолжит надежное партнерство с НАТО и будет поддерживать Украину, – новый премьер-министр страны Джорджа Мелони.",f,rus
514,"Владимир Зеленский во время парламентского саммита Крымской платформы предложил создать платформу для деоккупации Приднестровья, Абхазии, Южной Осетии и Курильских островов.",f,rus
516,Два крупнейших НПЗ Индии прекратили покупать российскую нефть.,f,rus
518,"Евросоюз намерен выделять Украине ежемесячно 1,5 миллиарда евро.",f,rus
519,"Германия выделит Украине 20 млн евро на закупку резервного оборудования, которое поможет справиться с последствиями атак россии на критическую инфраструктуру.",f,rus
520,"Министр по вопросам реинтеграции временно оккупированных территорий Ирина Верещук призвала украинцев, которые с начала полномасштабной войны выехали за границу, по возможности не возвращаться в Украину на зиму.",f,rus
525,"Я напоминаю, что этот эфир полностью благотворительный и все деньги с него уходят на ЗСУ.

Все реквизиты в описании к трансляции.",f,rus
526,"Завдяки успішним діям, наші війська витіснили ворога з населених пунктів Кармазинівка, М’ясожарівка і Невське Луганської області та Новосадове на Донеччині, — Генштаб",f,rus
527,"Освобожденных населенных пунктов в Херсонской области уже более 90.

Оперативное Командование ""ЮГ""",f,rus
528,"Зрады в этом никакой нет, не паникуйте. Сунак неоднократно за последнее время дал понять, что он целиком и полностью поддерживает Украину и что постарается УДВОИТЬ (цитата) результаты Бориса Джонсона.

Позиция Великобритании в отношении Украины однозначная - это коллективная и безоговорочная поддержка.

Так что при нём ничего не изменится в худшую сторону.",f,rus
1674,"Ответственность за теракт в Ижевске взяла на себя проукраинская группировка RAMP. До сих пор эти черти, в основном, занимались телефонным терроризмом. 

Не уверен, что убийца (прекратите писать его имя – эта мразь недостойна никакого имени) реально к ней принадлежал. 

Однако кем же надо быть, чтобы взять на себя ответственность за убийство 17 человек, из которых 11 – дети? Вот точно говорят: ад пуст, все черти здесь.",t,rus
532,"Из Херсона эвакуировали спиздили памятники Суворову и Ушакову.

Как будто что-то плохое. Меньше работы будет.",f,rus
537,"Мелитополь, точечная работа по оккупантам.",f,rus
539,"Завдяки німецькій IRIS-T врятовано багато життів, особливо на Київщині, — прем’єр-міністр України Денис Шмигаль.",f,rus
540,"Ходят интересные слухи, что русня за последние двое суток под Бахмутом потеряла то, что захватывала последние два месяца.

Всё как и везде. Захватывают месяцами, а теряют за пару дней.

Армия неудачников и дегенератов.",f,rus
542,"В районі міста Енергодар, в результаті вогневого ураження, було знищено 4 гаубиці Д-30, 3 вантажівки з боєприпасами, до 50 військовослужбовців противника, ще близько 40 - поранено. На одному з напрямків, уражено 2 одиниці РСЗВ “Ураган” ворога разом з бойовими розрахунками, — Генштаб",f,rus
544,"Израиль уничтожил место сборки иранских дронов в Сирии, — Сирийский центр наблюдения",f,rus
545,"Пропагандоны россии жалуются, что в Херсоне постепенно закрываются заправки.

Ранее были сообщения о том, что заправкам поступило распоряжение выдать работникам зарплату в гривнах, закрыться, выставить охрану и ""ждать дальнейших распоряжений"".

Свято наближається 😁",f,rus
546,"Токмак, Запорожская область. 

Точечная работа по оккупантам.",f,rus
547,"Сразу скажу, что реагировать на вскукареки этих дегенератов себе дороже.

Публикую это, чтобы сразу пресечь этот дебилизм.

Им прямым текстом дали понять, что будет за применение любого (даже малого) тактического ядерного заряда.

Не говоря уже о грязной бомбе.

Хотят попробовать — увидят последствия.

Так что успокаивайтесь.",f,rus
